Unnamed: 0	urlDrugName	rating	effectiveness	sideEffects	condition	benefitsReview	sideEffectsReview	commentsReview
1164	zofran	9	Highly Effective	Mild Side Effects	nausea/vomiting	Completely controlled nausea and vomiting.	Some sleepiness	I was dealing with unrelenting nausea and vomiting for about five months.  A combination of other drugs was tried, and they had a limited ability to control the nausea. I had lost a lot of weight, and was at the point where the weight loss had left me pale and weak. When Zofran was added to the list of drugs I was given, I had immediate relief and was able to stop taking several of the other drugs.  I now take Zofran in the morning and evening and have stopped an unwanted weight loss and can enjoy eating again.   I recently had a biopsy where I had to have nothing in my stomach for twelve hours.  The prescribed pain killers after the procedure immediately brought back the vomiting, and my friend reminded the nurse that I usually used Zofran for that.  Within ten minutes after giving me a dose the nausea was gone and I was able to get much needed rest.
4008	celexa	5	Moderately Effective	Severe Side Effects	depression	For the depression it didn't make much of a difference; but it worked wonders for my anxiety. The edginess, nervousness, impatience, fear of socializing and going out of the house, completely disappeared after one month of taking it. My close friends even commented that 'I was my old self again'. I was much more relaxed and happy. It made me realize that I was misdiagnosed as depressed, when what I really have is anxiety. After talking to my new psiquiatrist, we came to that conclusion.	COMPLETE loss of libido. That's why I discontinued the treatment.	I started with 10mg/day, for one month, when I started to feel less anxious, but not motivated or more energetic, as expected from an anti-depressive medication. Then the dose went up to 20mg/day for another 3- 4 months, when no 'anti-depression' effects were noticed, the dose went up to 30 mg/day, it made no difference either. I have stopped taking it gradually (20mg/day for 1 week, then 10mg/day for 3 weeks) until i stopped completely. Now I'm waiting to see how I feel, to see if I 'll try another medication, since the side effect described above was intolerable to me.
1784	citalopram	1	Ineffective	Moderate Side Effects	mood	none	diahharea	i have taken this drug just like i was instructed to, bu it did absolutely nothing for me. i would not reccommend this for anyone. i have found no effectiveness from this drug at all. i think it is a useless pill that should be removed from the market!!!!!!!!!!
4161	fioricet	10	Highly Effective	No Side Effects	migraines	treatment benefits include migrain pain subsiding in about 20 minutes.  No lingering fuzziness from taking this medication.  Did not make me sleepy. If migrain pain appeared hours later another dose taken.  This drug is especially handy for anyone with pre-menstural migrain headaches	for me there w4ere no treatment side effects.  This medication did not cause drowsiness and I was able to keep doing my daily activiites.  I also found that if I drank some coffee it would work even faster.  It works in about 20 minutes after taking the medication.	"""Works wonders for my headaches. Started having stomach pain about 6 months ago that I haven&#039;t checked out (can&#039;t afford testing I expect to follow). But I also think I have an ulcer from stress - who knows. Point is, it took me 20 years to get a doctor to help me find a medicine that works. This does."""
2622	gonal-f-rff	9	Considerably Effective	Mild Side Effects	increase follicle production prior to iui	Produced mature follicles for iui cycle.	Very mild burning sensation in abdomen, NO problem with injection - very easy to use pen.	Used gonal-f on cycles days 3-7 to aid in producing mature follicles for iui.  Drug was successful and had no complications.  Would use it again if I needed to!
2745	actonel	7	Marginally Effective	Mild Side Effects	osteoporosis	My  bone density's results have always been stable and I was told to continue with the drug.	leg cramps during the night.	"""By the end of the first day I was very lethargic and had abdominal cramps and bloating, followed by diarrhea. Throughout the night and all through the second day, I experienced flu-like symptoms, relieved slightly with aspirin, but continued with abdominal tenderness and discomfort as well as very lethargic. By the third day, the muscle aches were gone, but the abdominal tenderness continued. Appetite did go down. Hopefully, there is truth to the first dose being the most difficult in regards to side effects."""
4130	chantix	1	Considerably Effective	Moderate Side Effects	quit smoking	-stop smoking	"-headaches
-nausea ( as well as vomiting)
-mild depression
-extreme hunger
-insomnia"	"- product to be taken as per manufacturer and pharmacist(doctor) instructions
- was effective in reducing the desire to smoke but accompanied by bouts of nausea, headaches, insomnia, mild depression,etc although these symptoms did not surface until approximately third week of use
- need to be vigilante about any unusual symptoms and to report these to your doctor
- product is effective at controling urge to smoke ( but as always desire to quit must be present as well) and one must weigh the side effects & possible health risks of the drug with other stop smoking measures that may have less risks and may be less expensive"
2895	toprol-xl	7	Moderately Effective	No Side Effects	high blood pressure and	It seems to keep my blood pressure and headaches in check, especially during hormonal changes right before my period begins.  I am also sleeping better at night (falling asleep and staying asleep; able to get back to sleep during the night), whereas before I was getting only a couple of hours of sleep a night.	none so far	"""I was put on 25mg once daily a little over a year ago and it seemed to work wonders for a good while. Due to some other issues though we increased my dose to 100mg a day and I am pretty much tired most of the day, but at least I can walk up stairs and not pass out or my heart doesn&#039;t feel like it will leap out of my chest... kind of the price to pay not to deal with the SVT. Hoping the tiredness wears off soon."""
1070	proair-hfa	8	Considerably Effective	No Side Effects	asthma flares	I was able to breathe more freely after I took this medication and my peak flow meter readings were significantly higher.	I did not notice any side effects. However, unless I positioned the inhaler very carefully, some of the medication ended up in my mouth rather than being inhaled.	I was also using a Q-Var inhaler twice a day during the flare (I normally use it once a day.) My treatment regimen when I have a flare is Q-var at 2 puffs twice a day, and the ProAir inhaler 2 puffs every four hours.
2930	tramadol	9	Highly Effective	Mild Side Effects	abdominal pain	I have severe pain in my lower abdomin that was so strong I couldn't sleep nor move around very well. Luckily I sit mostly at work so I was able to deal with a little while, but eventually I went to the ER and they prescribed me this. Which I have never heard or taken before.	"I have read that a lot of people who take this are very tired and sleepy. I believe that everyone's body reacts differently to drugs. As far as my side effects goes I feel great. Almost a natural ""high"" if you will. I am very talkative and focused. I will say that I do not have much of an appetite. My stomach feels fine and the lower pain has gone away for the most part. I do realize I am taking more pills now because the effectivness has worn off a bit, doing my research on this I have heard that being the case many times."	Overall I am going to a OBGYN specialist next week and they are going to  determine what is the exact problem. As urgent care and the hospitalcould not figure it out, which scares me truthfully. Hopefully I will not have to take anything and the pain will go away. I recommend this to anyone who has moderate to severe pain as it has helped me dramatically, good luck to all. Pain is not something I wish on anyone.
2283	lexapro	6	Moderately Effective	Mild Side Effects	depression	less irritability, slept better. Was less hungry.	mild mania, manifested by spending more money. I felt less inhibition in my spending and bought more products than I had in the past.	Was put on paxil which was quite effective but had the side effect of wt gain. Switched to lexapro. Wt gain more easily controlled, but wasn't as effective as paxil for depression. Now I'm on nothing and I'm doing well.
2726	elavil	9	Considerably Effective	No Side Effects	fibromyalgia	I was diagnosed with a mild case of fibromyalgia, I was not able to get a good night's sleep for years because of the symptons of fibromyalgia, muscle pain and tingling in my back and arms, and I was prescribed this drug to help me sleep at night.	No side effects were experienced by me, just a good night's sleep.	"""I first started out at 50mg of Elavil almost 2 years ago.  It was like instant heaven!  I am a horrible insomniac and with Elavil I was getting good quality sleep and woke up feeling rested.  I was also on Lyrica at the time.  For a while both of them together had me feeling a lot better.  Unfortunately I have a very high tolerance to any medicine.  I am now at 150mg Elavil.  I can&#039;t imagine going any higher yet my pain is increasing so I don&#039;t know what will happen when I totally max out at this level.  I no longer take Lyrica as I became tolerant.  Savella seems to help with fibromyalgia fog but it doesn&#039;t touch my pain.  Give it a try. """
3268	zoloft	4	Moderately Effective	Moderate Side Effects	anxiety disorder	The drug did seem to make me feel more confident at the beginning, however towards the 10 11 months it didn't seem to work anymore.	Definitely lower my libido. Sleepiness when I first started taking it.	I just had to take the medication, there was no suggestion on counseling.
1762	topamax	6	Highly Effective	Mild Side Effects	seizures,migraines,fibro.	To stop with the migraines, seizures and pain from the fibromyalgia,also have neuropathy in hands and feet from diabetes	alittle weight loss but I was thin already the worst thing was Hair loss for me and the feeling of pins and needles in the feet got worse, the Dr increased my dose from 200mgs t0 300 mgs af ter four years because I had a few seizures ,and after only two to three weeks I had so many side affects ,I had not had in all of the four years that I had been taken the 200 mgs my hair came out,blurry vision,dehydration forgetfulness,you name it I had not delt with this before only read about this except for the hair and I have always had lots of it so you know how upset I was.. needless to say Istopped taking the extra 100mgs and went back to my old dosage with hopes tha everything will goe back to where it was ,trying to get in touch with the Dr. as I type now... Does anyone know if the side affects will goe away?	take two 100 mgs tablets in am when I was given the increase I was told to take two 100 mgs tablets in the am and 1 in the evening before bed
3501	maxalt	9	Highly Effective	No Side Effects	migraine	"got relived from migraine , nausea, head aches

Works in 30 mins
It is oral tablet available in both 5mg and 10mg dosages"	I did not have any side effects. But people taking this medication should not take few medications which will increase the side effects of Maxalt. You can find those drugs at http://www.internationaldrugmart.com/maxalt.html	"""Very effective migraine medicine. Take at first sign of migraine and did very well."""
3369	lipitor	9	Considerably Effective	No Side Effects	high cholesteol	My blood tests indicated that I had high cholesterol.  I started taking this soon after, and approx. one month into taking this product, my cholesterol numbers have dramatically decreased.  My physician attributes this to lipitor as well as diet and exercise.  I have not experienced any side effects.	I have been fortunate not to have experienced any side effects while taking this medication.	none
1851	augmentin	5	Considerably Effective	Severe Side Effects	cat bite infection	The infection cleared	Loss of appetite, heartburn, nausea,light headed feeling, gas, bloating,did not sleep well, 2 episodes of extreme dizziness  (side-effects were most extreme at mid-point - 5 days.  About 7-10 after completion I developed a vaginal yeast infection, which was cleared with over the counter medication.	The cat bite on my foot was very swollen and painful.  I was hospitalized for 4 days, during which time antibiotics were administered intravenously every 6 hours.  When I was discharged from the hospital I felt fine, without any of the symptoms described above.   When I started taking the Augmentin there were very few side-effects - they became very noticeable after the 5th or 6th day.  By the end of the treatment, the dizziness had subsided as did the light headed feeling, but the intestinal discomfort remained until 3 or 4 days after.
1449	cymbalta	7	Moderately Effective	Moderate Side Effects	depression	increased ability to cope	extremely bad stomach burning	support during life stress
2182	carac	6	Considerably Effective	Mild Side Effects	red spot on the cheek	carac got rid of the pre-cancerous spot and was not left with a scar	burning eye by where it was applied. couldn't sleep well.	"""I have used Carac for 4 weeks. After the 1st week I began seeing flakiness, redness, burning and itching.  Taking a warn shower was painful, being in a car with the heat on was painful.  But I&#039;ve gotten through it.  Layers and layers of skin have peeled off.  Underneath my skin is as soft as a baby&#039;s bottom and clear.  Compared to having these lesions continually burned off, this short term uncomfortable condition was a better method."""
3627	retin-a	8	Moderately Effective	Mild Side Effects	adult acne	After weeks of use, I did see a considerable decrease in pimples on my face.  Being in my 40's, I saw a benefit in my skin tone also.	The cream is very drying, despite putting a moisturizer on after it.  In the winter, I sometimes cannot use it on a daily basis since my skin will peel.  In addition, I have to make sure the cream goes no where near my eye area, since my eyes will tear the next day if the cream gets within 1 inch from my eye.  The cream makes a person more sun sensitive also; however, I always wear a 45 sunscreen.  I cannot use on my neck since I got a rash every time I tried.  The side effects are far less than any of the oral medications my dermatologist tried with me.	After washing my face and allowing it to dry, I apply the Retin-A in small amounts over my cheeks, nose, chin, and forehead.  I use it every night, except when my skin is peeling too much from use.  Then I either switch to every other night, or put a moisturizer on first (incidentally, my dermatologist said the Retin-A should be put on first, under the moisturizer).  I rarely ever get pimples in the areas I use the product.  Even though there are some side effects, the benefits outweigh that.
1231	atarax	1	Ineffective	Extremely Severe Side Effects	hives	Synthroid aggravated my hives, tremendously.	The front of my legs were hot, swollen, and rashy.	"""Im 18, and I&#039;ve never been on medications before... i have performance- and social anxiety. So when i went to my doctors and asked for something to help me survive my everyday life, he recommended Atarax. But i have been taking them for 2 weeks now with no effect what so ever... granted, they are only 10 mg and small as a breadcrumb, but i was at least expecting some effect from it. The only thing i felt was nausea and dizziness.... must say im quite disappointed """
1473	cymbalta	8	Considerably Effective	Mild Side Effects	nerve damage from brachial plexitus	significant decrease to nerve pain to arm	constipation	I have a history of a brachial plexus injury 8 years ago that has led to progressive increase in nerve pain to my right arm to the point I could no longer lift my camera and was in constant pain throughout the day. It was interfering with work and sleep. In the past, I was treated with short term steroids that masked pain and allowed me to participate in physical therapy. Results were always minimal, but better than nothing. After trying one medication for fibromyalgia unsuccessfully, my doctor agreed to try me on Cymbalta. It took about a month, but the results have been terrific.
3491	serzone	3	Marginally Effective	Severe Side Effects	depression	Lessened depression	It made me groggy during the day & made me sleep the sleep of the dead at night (not such a bad side effect).  I also had dry mouth & it sometimes caused mild nausea on an empty stomach.	I took this med after trying others for depression.  It worked pretty well.  I decided to taper my dose down when I got pregnant & was off completely when my son was about one month old.  Since then, I have kept my depression under control effectively through diet & exercise.
631	nortriptyline	9	Highly Effective	Mild Side Effects	severe depression	Mood lifted considerably. Able to live life again. Life is much lighter. I am no longer oversensitive, things like life's little injustices don't hurt so much anymore. My daily experiences in this initial period can be followed on: http://nortriptyline.blogspot.com/ where I am keeping a diary. This is for the benefit of others who are indecisive and want to know more details before embarking on a course of medication themselves with nortriptyline.	So far all the side effects seem temporary. Cold hands/feet, white face. Bad taste in mouth. Fuzzy in the beginning. Nothing serious so far.	So far the treatment is only to take one tablet a day, and occasionally an Oxazepam in the first two weeks, if I am afraid of falling back into a depression. I started taking both for the first three days, but will soon leave off the Oxazepam. We'll see what happens, it can be followed on my above-mentioned blog. In any case so far I am happy I am taking this medication, I feel much better. I was severely depressed when I started taking it, but the depression seems quite suppressed now.
1560	methotrexate	7	Highly Effective	Moderate Side Effects	uveitis, inflmmatory arhtiritis in hands	Reduction of oral prednisone and prednisone eyedrops w/ eventual stoppage. Uveitis cleared. Inflammatory arthritis is ongoing. I am undergoing new treatment with MTX currently.	"Oral: nausea, felt absolutely yucky for 48 hours post dose.
Went sub-q and felt much better."	"Prepped with Zofran and followed with daily Folic Acid and regular blood tests.

Same protocol this time. Using sub-q,not willing to try oral again."
1638	premarin	10	Highly Effective	No Side Effects	hysterectomy	Better heart condition, stronger bones taken along with my calcium	None that I can see	Once daily I am taken Premarin .0625mg and I am planning to try the new dosage of .045 mg.  To me, it was a tremendous life changing event and I only have positive comments.  The benefits far outweigh any side effects mentioned by some people.
3664	effexor-xr	7	Highly Effective	Moderate Side Effects	depression	Effexor was very effective at alleviating my symptoms of depression.  My mood improved dramatically, I felt happy and engaged in life again.  It also worked fairly quickly.  I began feeling the effects within the first week.	The side effects I experienced while taking Effexor were insomnia, rapid heartbeat and grinding my teeth at night.  Also, I found myself incessantly jiggling my leg while sitting at my desk, watching tv, etc..  All in all, these were minor and as easy trade-off.  The major side effect I noticed was a complete loss of libido and inability to reach orgasm.  Simply put, it was as if a switch had been turned off on my sex drive.  This side effect was the reason I chose to stop taking Effexor.	"My physician started me out on 37.5mg/day for 1 week then increased the dosage to 75mg/day for another week and, finally, to 150mg/day.  After taking 150mg/day for about a week, I felt it was too much...my heart was always racing, I couldn't sleep, and I generally just felt ""nervous"".  My physician dropped my dosage back to 75mg/day and that seemed to work best for me.  I absolutely feel that the Effexor helped lift my depression.  However, I eventually chose to stop taking it because of the sexual side effects.  After being on Effexor for about a year, I both wanted and needed to have a healthy sexual relationship with my husband again.  I dropped the dosage back to 37.5mg/day for a week, then one every other day for about another week before stopping altogether.  I don't recall having any ""withdrawal"" symptoms.  Within a few days of the last dose, all sexual functions were back."
2106	renova	4	Marginally Effective	Moderate Side Effects	acne, wrinkles	I experienced a some evening of skin tone, somewhat smaller pores and very slight improvement in crowes feet	itchy skin, burning sensation on face, rash and scaling/peeling	"During the first 6 to 8 weeks, my skin became scaly, itchy and rashy. After 8 weeks my skin began to tolerate the cream a little better but it continued to itch and burn even after one year of use. I never used more then a pea size per the insturctions but the itching, dryness and rash never went away. It was very difficult to wear an type of makeup that didnt irritate my skin, while using this product. I made the mistake of using this product under my eyes, i learned later that this cream is not intended for use under eyes and due to the drying affect of this product, it did make the fine llines under my eyes appear worse.

I did not see any improvement of the acne on my cheek, and in fact, suffered worse acne while using Tretinoin."
1778	citalopram	8	Considerably Effective	Severe Side Effects	anxiety, ocd	Improved sleep considerably, relieved muscle pain, calmed anxiety, stabilized mood swings.	Initially I had a bit of nausea and extreme sleepiness the first week, but then that subsided and everything was great for a month. After that I began to experience itchy skin, but not enough to be bothered by it. Soon after that I then broke out in hives all over my body in the middle of the night several nights in a row. The itching was unbearable and I had to switch to a different medication.	I took one dose a couple hours before bed each night. I also have regular therapy, yoga practice, daily exercise and healthy diet.
4090	mobic	3	Ineffective	No Side Effects	neck and back pain/  whiplash	Honestly I have felt no change in my symptoms. If anything it feels as if they are getting worse. I constantly am getting sever headaches and my symptoms have not alleviated. I have not experienced any type of symptoms. I am also extremly tense to where the tendons in my neck do no sit flat.	For me i didnt have any side effects.	1x a day with food & milk
1535	levitra	8	Highly Effective	No Side Effects	erictile dysfunction	I have used this drug for several months. For me it lasts a long time, even into the next morning, BUT it seemed to take longer, on me anyway, than Viagra did, more like 2 hours before it worked at all. I would recommend this to anyone that does not need it to take effect quickly.	I have not seen any side effects at all with Lavitra	"""25 year old - I have low testosterone (hormone problems run in family). I have a crazy sexy wife but I can&#039;t even &quot;finish&quot; and go limp mid session, but with this I finished and then continued to please her. """
3145	tylenol	10	Highly Effective	No Side Effects	headache	I believe that there are multiple treatment benefits of Taking Tylenol for my headache. Tylenol is safe, inexpensive, and does not require a physicians prescription. Additionally, it is available almost everywhere and therefor is convenient.	There were no treatment side effects from me taking Tylenol for my headache.	There are no deatails to report. My headache was gone within 30 minutes.
2262	lexapro	1	Moderately Effective	Severe Side Effects	depression	I felt less sadness.	i felt less of every emotion.  i felt emotionally flat.  Slept a lot.  When I wasn't sleeping, I really could not even have driven a car.  Made me a zombie.	I took a whole 10 mg tablet the first time and I wasn't right for two days.  I then took just a quarter of a 10 mg tablet and got the same reaction, but it only lasted for about a day. I was through with it a that point.
1459	cymbalta	10	Highly Effective	No Side Effects	chronic back pain/depression/anxiety	"Hello all !
Through the past two years I was diagnosed with Shuermann's Kyphosis, a degenerative back disease in the lower spinal column. Throughout the past two years I have been on and off intensive narcotic pain killers, Ie. Vicodin ES,Percocet,MS Contin etc.. I knew enough was enough, so like that I stopped taking them. I have no side effects whatsoever. I have been through and still ongoing physical therapy ( 4th session 1 session is 3 weeks ) and been too four Orthopedic doctors and spinal specialists. My doctor and I discussed a long term pain application to get me off taking narcotics. I am no pro, but I know that opiates are the best for bad chronic pain, which i experience every day in my life. My doctor and I talked about Cymbalta which can be used to tone down the pain level sensors in the brain so I am not experiencing so much pain. I also have high levels of depression, and anxiety. Recently my Aunt and Uncle passed away which they practically raised me when I was born in Ireland, and my Sister's deaths was even more of a add on. I felt myself slipping into a deep black hole, and was looking for cheap thrills just to keep myself from going crazy ( literally ). Anyways, it has been my third day on this prescription, and I feel like a new person. I find myself enjoying simplistic things, and taking initiative in my life to pursue my goals and education. I am currently unemployed and as a young adult it is very hard to maintain money flow with no job. I am enrolled and taking college courses which I have 2 more semesters left before I receive my degree. In one of my classes (Chemistry) We are assigned a Science experiment. Mine, will be for depression and pain levels which will I am using Cymbalta. I recorded myself for two weeks, and then the first day after each dose of the drug. I am feeling alive, and that classical person everyone enjoys being around. I have read a lot about this drug and how it fails or makes situations worse. But for me it is working, and I am consistent in my daily routine. I shall continue to document all of my feelings and side effects from this prescription."	I have no side effects at the moments. This drug is being used for a dual purpose action as stated in my recordings. I feel that this has a mixed review. For me I was given two weeks of trials, and then 10 refills. So my advice to any of you, is to ask your care giver for a sample of any drug you take before you make it a routine pill. It takes 3-6 weeks for a Human to become physically and mentally dependant. I am very pleased overall otherwise.	1 pill (30mg) Per day, in the morning.
2389	synthroid	8	Considerably Effective	Mild Side Effects	hypothyroid	Decreased TSH Level from 428 to 1.5  Loss of hair slowed. Memory and depression improved. Body temp increased from 96 to 97.8  Energy level improved drastically. I could finally get though the day without having to nap fequently(4/5 naps of at least 20 to 30 mins) Brain fog lifted. Muscle aches and pains deminished. Skin was not as dry.	I went from having daily bowel movments to only around three times weekly. I had to increase fluid intake and add fiber supplements.	"""I am taking Synthroid 0.05 mg (50mcg). Helps me a lot. Very effective in my case."""
2434	symbicort	7	Highly Effective	Moderate Side Effects	asthma	"Able to breathe in a relaxed way without forcing the breath and without wheezing. Asthma ""controlled"" meaning ventolin used hardly at all (after decades of relying on it)."	"Less flexible in my back and worse digestion in last couple of years since I have been taking symbicort.  Also asthma nurse measured me at 5'11"" when I thought I was 6'1""!
Am afraid of the long term effects of taking corticosteriods and long term beta blockers."	"""To start with I am in the UK and for me is an effective Asthma controller, it works but; lets talk side effects: The first thing that occurred was the hallucinations, it was like being on LSD. My libido disappeared. I started to get angry very quickly and am now intolerant of the most stupid things. Short term memory loss has become a severe problem; My eyesight has worsened very quickly and I get eye infections easily. On top of all that, my throat has become so bad, (potential Candida) I can no longer sing in public - it would have helped had I been told to rinse after every use. Having seen the official list of side effects, for all its good this has got to go."""
2641	vigamox	10	Highly Effective	No Side Effects	conjunctivitus	The rx cleared up my conjunctivitus. It was fast & easy to use. I was surpised @ how quickly it worked. It does sting when you use but on the other hand as soon as the pink eye goes away it doesnt sting anymore.	It stings a little & you can't wear contacts until its over.	"""Took Vigamox for Lasic surgery, worked great just left me lightheaded and a bit dizzy with some blurred vision."""
3071	soltamox	5	Highly Effective	Moderate Side Effects	breast cancer	A non return of breast cancer	"night sweats
polyps in the womb
brought about the menopause
weight gain"	"I had a mastectomy and radio therapy followed by 6 months of chemotherapy and then tamoxifen. Weight gain and ceasing mensturation may have been caused byt he combined effects of the chemotherapyt and tamoxifen.
Given I had 3 polyps removed it was decided to cease tamoxifen in the 5th year."
2706	divigel	9	Considerably Effective	No Side Effects	hrt	This worked better than an estrogen patch.  I felt better and vagainal atrophy was almost cleared up.	None that I can tell.	Rub one packet of gel on the top of either thigh daily.
447	lorazepam	3	Considerably Effective	Severe Side Effects	anxiety	The ativan decreased my anxiety so that I was able to sleep through the night.	2 mg was way too much.  After 7 hours of sleep, I continued to be spaced out and clumsy, bumping into walls and dropping things for another 7 hours.  My mind also felt really slow, stunned and stupid.  These side effects were so strong, my co-workers noticed and were concerned for me.  A week later, I took half a pill to ease my anxiety and help me sleep.  The side effects were less, but still noticeable by others the next day at work.  The last two times I tried ativan, I only took 1/4 of a pill.  It did still ease my anxiety and the side effects were mild, but I decided I'd rather live with the anxiety than live with a mind that felt slow and stupid.	"""Highly addictive, caused Severe panic attacks, when tried to go off. Got this reaction after only 2 days, of 1-2, for sleep.
     Very dangerous drug. Helps you sleep, but  nearly impossible to stop! Most need rehab., was one of the meds., Heath Ledger had, in his system. Tammy Faye took up to 25-30 a day! 
     Stay away from this drug!!?"""
4029	tri-luma	5	Moderately Effective	Moderate Side Effects	facial hyperpigmentation	less acne, brown spots somewhat faded	"redness, dryness
cortisone-withdrawal rash
hyperpigmentation recurred quickly after discontinuation, seemed even worse"	daily application of cream to face
285	panixine-disperdose	10	Highly Effective	Mild Side Effects	skin infection	Treatment of skin infection.	Vaginal yeast infection.	Take 1 capsule by mouth three times daily for 10 days.
2788	wellbutrin	8	Considerably Effective	Mild Side Effects	depression	relieved depressive symptoms; not as weepy or anxious, did NOT interfere with libido/sexual performance; slight decrease in appetite (pt liked wt loss)	increase in headaches, occasional nausea if taken on empty stomach	pt started on 150mg daily for 1 week then increased to 300mg once daily. Pt continues on the regimen today (has been for years 5+)
2702	metrolotion	9	Considerably Effective	No Side Effects	perioral dermamtitis	The small pimples that accompany perioral dermatitis clear much more quickly with metrolotion.  The dry, red, irritated patches might be slightly calmed by the metrolotion, but topical cortisone is needed to clear them.	none	Metrolotion applied daily, and cortisone cream applied as needed, keep my perioral dermatitis (which is exacerbated by sun, wind, chlorine, and many facial products like sunscreen) undercontrol.
2783	keppra	9	Highly Effective	Mild Side Effects	anti seizure	no seizure activity since i started taking this drug	early on i was having problems sleeping, s i got used to the medication, that has gone away.	Taking 750 mg split into 2 doses, taking morning and evening, i have small seizures as a result of a brain tumor removal received 4 years ago.
1427	adipex-p	10	Highly Effective	Mild Side Effects	to lose 30 pounds	"When BMI rating is over 27 its time to get that taken care of before it goes beyond that. I have taken adipex in my 20's and lost 30 pounds in 6 weeks. I keep it off until I turned 43.  You have to exercise or this will not work. I am not a fan of exercising but when you get the burst of energy get up and move. If you are stuck behind a desk.. turn from side to side... do stretches.. then at lunch or break move!!! There are so many looking for the magical drug for weight loss but there is none. Exercise is the magical word.
So get up and move it. walk.. dance.. or you will be stuck at the same weight. It takes work.. and a lot of it. It amazes me how there are those expecting a miracle in a pill. Not that way at all but it is a aid to get to your goal"	jittery.. sometimes euphoric.. tired but cant sleep.. in a zone.	"last results 3 months on adipex-p lost 30 pounds. Gained it back due to injury at work. Currently on day 5 and working out with the nintedo wii and walking. if I am sitting I am not doing so still .. i do leg lifts .. twist my hips practice good breathing patterns for everyday health. Its really beneficial to breath correctly. I am on a very low calorie intake diet. I eat 1200 to 1500 a day and it is not skipping a meal to eat ice cream.. no fat diet veggies.. fresh fruit and chicken . palm sized servings for everything.. extra no butter, fat, oils,
processed meats, dairy is low fat or fat free yogurt. Daily vitamin and lots and lots of water to replenish so you don't get fatigued.  Im on my way.. 5 pounds down and 25 to go. Good luck this can work for most people with no excuses other then a underlying disease .. if so its obvious you shouldn't be taking adipex. Good luck all .. dont get weak. and if you mess up make sure its worth it.. that extra serving dont let it be more then a half cup and only if you can burn it off. Good Luck all and remember don't give up.. don't cheat yourself with extra licks from the brownie bowl.. tasting samples of dinner before serving. those are huge calories not counted for that can ruin your diet. Take care and get moving!!"
3759	spironolactone	8	Considerably Effective	Mild Side Effects	m to f transformation	Male to Female transformation   fat re-distribution, breasts and fat alterations in the face. In my case the feminine side was a more slender face	"Very dry skin and un disirable looking skin, particularly on legs. Now using androcur, more powerful and better results in feminization of the male body
My dormant feminine hormone side was activated and the male hormones subdued. My feminine face was a more slender face to my male side. The fat re-distribution created folds at the side of the mouth. Facial excercises helped to eridicate the extra facial flab  see u tube 
More excercise required to tone body muscles and maintain strength"	Male to Female transformation   fat re-distribution, breasts and general reshaping fat.  Need to drink lots of water to counter effects of Spiro.
1907	doxycycline	2	Ineffective	Extremely Severe Side Effects	acne rosacea	nothing....I think I am getting worse! I dont know what else to write, I just dont get better!..I am so dissappointed, I feel my eyes tired and dry easily, I get tired so fast and my lips are dry the whole day!	upset stomach, nausea, fever	"twice a day DOXI 100 mg...plus face creams..
I wash my face carefully everyday, I exercise (jogging) but it is the same and even worse, my face gets red and have several bumps in my whole chics...hate it! :("
1035	vyvanse	9	Highly Effective	Mild Side Effects	add	Lasted all day long, could put it in a drink,	insomnia, and irritability	Compared to other ADD meds I tried, Vyvanse seemed to be the only one that didn't interact with the Prozac. Also, I think finding the right dose had a lot to do with that.  Because I could easily split the pills I was able to take a larger dose in the morning and a lesser mid-morning and not have a big drop at the end of the day.
3817	nolvadex	10	Moderately Effective	Mild Side Effects	breast cancer	The objective of Tamoxifen is to work against the effects of estrogen on cancer cells. As a treatment for breast cancer, the drug is supposed to slow or stop the growth of cancer cells that are present in the body. I am praying that this is fulfilling its purpose but only in 3rd month of taking it so who knows.	"Main side effect : vaginal discharge, slight weight gain (water retention I hope)
and heartburn."	I have to take Tamoxifen for 5 years.
336	neurontin	10	Highly Effective	Moderate Side Effects	chronic pain	Definite lowering of pain levels. Very gently, not like a pain pill. Several times I got off it, and about 48 hours later was in severe pain.	It makes me less tolerant of heat, sun. I have a problem with this anyway, and when the dose was increased from 800 mg/d to 1200 mg/d, I came near to heat stroke when outside.	I was put on this by Rheumatology, 12 years ago. Dose was 800 mg/d until spring of 2007, I asked for it to be increased. After the near heat stroke from riding the riding lawn mower less than an hour, I decreased the dose back to 800 mg/d until cooler weather, then went back to the 1200/d.
455	qvar	10	Highly Effective	No Side Effects	asthma	The treatment benefits of QVAR are that I do not think about my condition. Also, it is easy to execute the treatment.  I exercise and go about my day as if I were not afflicted with asthma.  I do not worry about having an attack, which is a big relief.  The treatment is inconspicuous, another plus.	I am fortunate in saying that there are no side effects at the dose I am taking.	"""It&#039;s pretty good at controlling my asthma, but when my allergies get worse (which is always) or when I have a cold, it doesn&#039;t help much."""
1128	evista	9	Considerably Effective	Mild Side Effects	slight loss of calcium in hip area	Other Osteoporosis prevention drugs have many side effects.  This particular drug has almost no side effects and has shown evidence in clinical testing to reduce the occurance of breast cancer.  The only side effects I had are leg cramps and apparently, only a very few women experience this condition.	cramps in lower legs.  I took a magnesium supplement and it reduced the effect.	"""Very positive response. Side advantage breast cancer protection. Major problem &quot;hot flashes&quot;. Self limiting problem side effect. No need for specific dosing instructions such as with biguanides."""
